,row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
287,5,37,1,29,0.01,ReLU,SGD,55,1.171182981502945,0.31,31,69
288,5,38,1,32,0.01,ReLU,SGD,71,0.8675005677047231,0.42,42,58
289,5,39,1,42,0.01,ReLU,SGD,28,0.9675840262617056,0.38,38,62
290,5,40,1,47,0.01,ReLU,SGD,6,1.171182981502945,0.31,31,69
291,5,41,1,63,0.01,ReLU,SGD,111,0.5978370007556204,0.55,55,45
292,5,42,1,31,0.01,ReLU,SGD,60,0.9942522733438669,0.37,37,63
293,5,43,1,58,0.01,ReLU,SGD,30,1.0216512475319814,0.36,36,64
294,5,44,1,62,0.01,ReLU,SGD,57,0.941608539858445,0.39,39,61
295,5,45,1,32,0.01,ReLU,SGD,44,1.1086626245216111,0.33,33,67
296,5,46,1,48,0.01,ReLU,SGD,27,1.0498221244986778,0.35,35,65
297,5,47,1,16,0.01,ReLU,SGD,61,0.7133498878774648,0.49,49,51
298,5,48,1,30,0.01,ReLU,SGD,43,1.0498221244986778,0.35,35,65
299,5,49,1,58,0.01,ReLU,SGD,71,0.8915981192837836,0.41,41,59
300,6,0,1,35,0.01,ReLU,SGD,88,0.7985076962177716,0.45,45,55
301,6,1,1,43,0.01,ReLU,SGD,27,1.0498221244986778,0.35,35,65
302,6,2,1,57,0.01,ReLU,SGD,95,0.6348782724359695,0.53,53,47
303,6,3,1,57,0.01,ReLU,SGD,57,0.916290731874155,0.4,40,60
304,6,4,1,61,0.01,ReLU,SGD,57,0.9942522733438669,0.37,37,63
305,6,5,1,27,0.01,ReLU,SGD,94,0.7550225842780328,0.47,47,53
306,6,6,1,36,0.01,ReLU,SGD,68,0.8915981192837836,0.41,41,59
307,6,7,1,42,0.01,ReLU,SGD,70,0.941608539858445,0.39,39,61
308,6,8,1,58,0.01,ReLU,SGD,110,0.6733445532637656,0.51,51,49
309,6,9,1,40,0.01,ReLU,SGD,46,0.8675005677047231,0.42,42,58
310,6,10,1,42,0.01,ReLU,SGD,58,0.8675005677047231,0.42,42,58
311,6,11,1,63,0.01,ReLU,SGD,30,1.171182981502945,0.31,31,69
312,6,12,1,20,0.01,ReLU,SGD,36,1.0498221244986778,0.35,35,65
313,6,13,1,8,0.01,ReLU,SGD,13,1.4696759700589417,0.23,23,77
314,6,14,1,45,0.01,ReLU,SGD,95,0.843970070294529,0.43,43,57
315,6,15,1,40,0.01,ReLU,SGD,88,0.8209805520698302,0.44,44,56
316,6,16,1,31,0.01,ReLU,SGD,99,0.6931471805599453,0.5,50,50
317,6,17,1,42,0.01,ReLU,SGD,14,1.0788096613719298,0.34,34,66
318,6,18,1,28,0.01,ReLU,SGD,99,0.7550225842780328,0.47,47,53
319,6,19,1,24,0.01,ReLU,SGD,31,1.1394342831883648,0.32,32,68
320,6,20,1,8,0.01,ReLU,SGD,-22,1.4271163556401458,0.24,24,76
321,6,21,1,63,0.01,ReLU,SGD,93,0.8675005677047231,0.42,42,58
322,6,22,1,37,0.01,ReLU,SGD,91,0.7765287894989963,0.46,46,54
323,6,23,1,14,0.01,ReLU,SGD,43,1.0498221244986778,0.35,35,65
324,6,24,1,36,0.01,ReLU,SGD,74,0.8915981192837836,0.41,41,59
